Availability,Colors,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
InStock,"Black,Blue,Red,White,Grey",Home/Bags for her,"Small chain bag in petrol blue calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 160 mm high x 235 mm wide x 105 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002360,3.350,"Chain bag small, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-small-panthere-de-cartier_cod1647597286075052.html,Finland,Bag
InStock,"Black,Red,White,Blue,Grey",Home/Bags for her,"Small chain bag in navy blue calfskin, palladium-finish clasp, silver hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 160 mm high x 235 mm wide x 105 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002354,3.350,"Chain bag small, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-small-panthere-de-cartier_cod1647597286075034.html,Finland,Bag
InStock,"Black,Blue,White,Yellow,Grey",Home/Bags for her,"Mini chain bag in red calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 140 mm high x 200 mm wide x 85 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002357,3.000,"Chain bag mini, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-mini-panthere-de-cartier_cod1647597286075043.html,Finland,Bag
InStock,"Blue,Red,Black,Yellow,Grey",Home/Bags for her,"Mini chain bag in cream white calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 140 mm high x 200 mm wide x 85 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002359,3.000,"Chain bag mini, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-mini-panthere-de-cartier_cod1647597286075049.html,Finland,Bag
InStock,"Black,Blue,Red,White,Yellow",Home/Bags for her,"Mini chain bag in beige calfskin, palladium-finish clasp, silver hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 140 mm high x 200 mm wide x 85 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002390,3.000,"Chain bag mini, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-mini-panthere-de-cartier_cod1647597286075085.html,Finland,Bag
InStock,"Black,Red,White,Blue,Yellow,Grey",Home/Bags for her,"Mini chain bag in navy blue calfskin, palladium-finish clasp, silver hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 140 mm high x 200 mm wide x 85 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002355,3.000,"Chain bag mini, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-mini-panthere-de-cartier_cod1647597286075037.html,Finland,Bag
InStock,"Black,Blue,Red,White,Yellow,Grey",Home/Bags for her,"Mini chain bag in petrol blue calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 140 mm high x 200 mm wide x 85 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002361,3.000,"Chain bag mini, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-mini-panthere-de-cartier_cod1647597286075055.html,Finland,Bag
InStock,"Black,Blue,Red,Grey",Home/Bags for her,"Small chain bag in cream white calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 160 mm high x 235 mm wide x 105 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002358,3.350,"Chain bag small, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-small-panthere-de-cartier_cod1647597286075046.html,Finland,Bag
InStock,"Blue,Red,White,Grey",Home/Bags for her,"Small chain bag in black calfskin, golden-finish clasp, golden hot-stamped “Cartier” signature on the inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One pocket on the back. Lining: black lambskin. Dimensions: 160 mm high x 235 mm wide x 105 mm deep. Shoulder and cross-body carry.",,aeid5482,€,L1002352,3.350,"Chain bag small, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/chain-bag-small-panthere-de-cartier_cod1647597286075028.html,Finland,Bag
InStock,"Green,Red,Black",Home/Bags for her,"Mini model handle bag in pale pink calfskin, palladium and black enamel-finish clasp, silver embossed “Cartier” signature inside. Two inside compartments, one flat pocket and one signature pocket with removable mirror. One external flat pocket on the back of the bag. Lining: black lambskin. Dimensions: 150 mm high x 185 mm wide x 80 mm deep. Hand and cross-body carry.",,aeid5482,€,L1002328,2.790,"Top handle bag mini model, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:13:40.327349,https://www.cartier.com,https://www.cartier.com/en-fi/top-handle-bag-mini-model-panthere-de-cartier_cod29419655932707066.html,Finland,Bag
