Availability,Colors,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
InStock,,Hem/Väskor för henne,"Minihandväska i marinblått kalvskinn, spänne med svart emalj och palladiumfinish, silverfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 150 mm hög x 185 mm bred x 80 mm djup. Bärs i handen eller crossbody.",,aeid5482 ,kr,L1002374,"30,100","Handväska i minimodell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/handvaska-i-minimodell-panthere-de-cartier_cod1647597286075067.html,Sweden,bags
InStock,"Svart,Blå,Vit,Gul,Grå",Hem/Väskor för henne,"Kedjeväska i minimodell i rött kalvskinn, spänne med guldfinish, guldfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 140 mm hög x 200 mm bred x 85 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002357,"32,400","Kedjeväska i minimodell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-minimodell-panthere-de-cartier_cod1647597286075043.html,Sweden,bags
InStock,Grå,Hem/Väskor för henne,"Liten handväska i marinblått kalvskinn, spänne med svart emalj och palladiumfinish, silverfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 180 mm hög x 210 mm bred x 90 mm djup. Bärs i handen eller crossbody.",,aeid5482 ,kr,L1002373,"34,600","Handväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/handvaska-i-liten-modell-panthere-de-cartier_cod1647597286075064.html,Sweden,bags
InStock,"Svart,Blå,Vit,Grå",Hem/Väskor för henne,"Liten kedjeväska i rött kalvskinn, spänne med guldfinish, guldfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 160 mm hög x 235 mm bred x 105 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002356,"35,700","Kedjeväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-liten-modell-panthere-de-cartier_cod1647597286075040.html,Sweden,bags
InStock,"Svart,Röd",Hem/Väskor för henne,"Liten handväska i mörkgrönt kalvskinn, lås med guldfärgad och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 180 mm hög x 210 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002330,"34,600","Handväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/handvaska-i-liten-modell-panthere-de-cartier_cod29419655932707069.html,Sweden,bags
InStock,"Blå,Röd,Vit,Gul,Grå",Hem/Väskor för henne,"Kedjeväska i minimodell i svart kalvskinn, spänne med guldfinish, guldfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 140 mm hög x 200 mm bred x 85 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002353,"32,400","Kedjeväska i minimodell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-minimodell-panthere-de-cartier_cod1647597286075031.html,Sweden,bags
InStock,"Blå,Röd,Vit,Grå",Hem/Väskor för henne,"Liten kedjeväska i svart kalvskinn, spänne med guldfinish, guldfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 160 mm hög x 235 mm bred x 105 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002352,"35,700","Kedjeväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-liten-modell-panthere-de-cartier_cod1647597286075028.html,Sweden,bags
InStock,"Rosa,Röd,Svart",Hem/Väskor för henne,"Handväska i minimodell i mörkgrönt kalvskinn, lås med guldfärgad och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 150 mm hög x 185 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002327,"30,100","Miniväska med handtag upptill, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/minivaska-med-handtag-upptill-panthere-de-cartier_cod29419655932707063.html,Sweden,bags
InStock,"Grön,Röd,Rosa",Hem/Väskor för henne,"Handväska i minimodell i svart kalvskinn, lås med guldfärgad och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 150 mm hög x 185 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002325,"30,100","Miniväska med handtag upptill, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/minivaska-med-handtag-upptill-panthere-de-cartier_cod29419655932707057.html,Sweden,bags
InStock,"Grön,Röd",Hem/Väskor för henne,"Liten handväska i svart kalvskinn, lås med guldfärgad och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 180 mm hög x 210 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002323,"34,600","Handväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/handvaska-i-liten-modell-panthere-de-cartier_cod29419655932707051.html,Sweden,bags
InStock,"Svart,Blå,Röd,Vit,Grå",Hem/Väskor för henne,"Kedjeväska i minimodell i blekgult kalvskinn, spänne med palladiumfinish, silverfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 140 mm hög x 200 mm bred x 85 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002362,"32,400","Kedjeväska i minimodell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-minimodell-panthere-de-cartier_cod1647597286075058.html,Sweden,bags
InStock,"Grön,Svart",Hem/Väskor för henne,"Liten andväska i körsbärsrött kalvskinn, lås med guld och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 180 mm hög x 210 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002324,"34,600","Handväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/handvaska-i-liten-modell-panthere-de-cartier_cod29419655932707054.html,Sweden,bags
InStock,"Svart,Blå,Röd,Vit",Hem/Väskor för henne,"Liten kedjeväska i beige kalvskinn, spänne med palladiumfinish, silverfärgad varmpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En ficka på baksidan. Foder: svart lammskinn. Mått: 160 mm hög x 235 mm bred x 105 mm djup. Bärs över axeln eller crossbody.",,aeid5482 ,kr,L1002389,"35,700","Kedjeväska i liten modell, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/kedjevaska-i-liten-modell-panthere-de-cartier_cod1647597286075082.html,Sweden,bags
InStock,"Grön,Rosa,Svart",Hem/Väskor för henne,"Handväska i minimodell i körsbärsrött kalvskinn, lås med guld och svart emaljfinish, guldpräglad Cartier-signatur på insidan. Två innerfack, en platt ficka och en signaturficka med löstagbar spegel. En yttre platt ficka på väskans baksida. Foder: svart lammskinn. Mått: 150 mm hög x 185 mm bred x 80 mm djup. Bärs i handen eller tvärs överkroppen",,aeid5482 ,kr,L1002326,"30,100","Miniväska med handtag upptill, Panthère de Cartier",aeid5482_cartier,2022-11-04 14:43:11.600886,https://www.cartier.com,https://www.cartier.com/sv-se/minivaska-med-handtag-upptill-panthere-de-cartier_cod29419655932707060.html,Sweden,bags
